Loan_ID,Gender,Married,Dependents,Education,Employment_Sector,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Credit_Score,State,Bumi_Status,LPPSA_Eligible,Property_Type,Margin,Financing_Type,Interest_Rate,DSR,NDI,Years_Employed,Loan_Status
LPtest3730,Male,No,0,Graduate,Private,3812,0,225000.0,360,1.0,Urban,756,Melaka,Yes,No,Terrace,90,Conventional,4.16,61.39,1798.98,6,Y
LPtest3731,Male,No,0,Graduate,Private,4491,0,245399.0,360,1.0,Urban,716,Selangor,Yes,No,Terrace,90,Islamic,4.59,79.35,1221.71,3,N
LPtest3732,Female,No,1,Graduate,Private,2000,0,225000.0,360,1.0,Rural,701,Selangor,No,No,Semi-D,90,Islamic,4.77,106.89,107.94,4,N
LPtest3733,Male,No,1,Graduate,Private,7955,0,413564.0,360,1.0,Urban,742,Selangor,No,No,Semi-D,90,Islamic,4.22,63.6,3482.11,10,Y
LPtest3734,Female,Yes,2,Graduate,Private,3200,1500,386844.0,360,0.0,Urban,642,Johor,Yes,No,Bungalow,90,Conventional,4.22,99.44,575.4,1,N
LPtest3735,Male,No,2,Graduate,Private,4864,0,300488.0,360,1.0,Semiurban,732,Selangor,Yes,No,Townhouse,90,Islamic,4.18,62.93,2236.55,6,Y
LPtest3736,Female,No,0,Graduate,Private,8349,0,550926.0,360,1.0,Rural,688,Johor,Yes,No,Terrace,90,Islamic,4.62,70.33,3128.87,11,Y
LPtest3737,Female,No,0,Graduate,Private,3501,0,280920.0,360,1.0,Rural,701,Penang,Yes,No,Bungalow,85,Islamic,4.57,85.83,836.65,2,N
LPtest3738,Male,No,0,Not Graduate,Private,2045,0,212500.0,360,0.0,Semiurban,519,Negeri Sembilan,Yes,No,Apartment,85,Conventional,4.1,99.65,323.55,5,N
LPtest3739,Male,Yes,0,Not Graduate,Private,3812,0,310915.0,360,1.0,Urban,713,Penang,No,No,Semi-D,90,Conventional,4.62,86.44,884.52,9,N
LPtest3740,Male,No,0,Graduate,Private,4070,0,318972.0,360,0.0,Semiurban,570,Selangor,No,No,Terrace,90,Islamic,4.27,72.03,1581.68,8,N
LPtest3741,Female,No,0,Not Graduate,Private,4046,0,200000.0,360,0.0,Urban,678,Pahang,No,No,Condominium,80,Conventional,4.49,63.6,1724.8,9,N
LPtest3742,Male,Yes,1,Graduate,Private,6500,0,463349.0,360,0.0,Semiurban,849,Kuala Lumpur,Yes,No,Terrace,90,Islamic,4.66,62.29,2987.95,10,N
LPtest3743,Male,Yes,3+,Graduate,Private,2000,0,225000.0,360,0.0,Rural,644,Perak,Yes,No,Semi-D,90,Islamic,4.23,97.79,362.07,1,N
LPtest3744,Female,Yes,0,Graduate,Private,3474,3442,558767.0,360,0.0,Rural,569,Kuala Lumpur,Yes,No,Bungalow,85,Conventional,4.42,82.13,1962.78,4,N
LPtest3745,Female,No,0,Graduate,Private,12511,0,503350.0,360,1.0,Semiurban,710,Selangor,Yes,No,Semi-D,90,Conventional,4.28,47.73,7236.49,15,Y
LPtest3746,Male,Yes,2,Not Graduate,Private,2380,1571,298516.0,360,1.0,Rural,665,Kuala Lumpur,Yes,No,Terrace,90,Islamic,4.76,84.68,933.01,3,N
LPtest3747,Female,No,0,Not Graduate,Private,2944,0,225000.0,360,0.0,Rural,614,Selangor,Yes,No,Bungalow,90,Conventional,4.66,88.25,606.56,1,N
LPtest3748,Male,Yes,1,Not Graduate,Private,3882,2419,349084.0,360,0.0,Rural,639,Selangor,Yes,No,Apartment,90,Conventional,4.59,61.8,2825.82,10,N
LPtest3749,Male,No,0,Graduate,Private,8689,0,319231.0,360,1.0,Rural,733,Penang,Yes,No,Bungalow,85,Conventional,4.15,69.66,3102.28,5,N
LPtest3750,Female,Yes,0,Graduate,Private,6250,0,507960.0,360,1.0,Rural,791,Selangor,Yes,No,Semi-D,85,Conventional,4.2,71.69,2496.13,9,Y
LPtest3751,Male,No,0,Not Graduate,Private,2000,0,225000.0,360,1.0,Rural,840,Kedah,Yes,No,Apartment,90,Conventional,4.48,93.93,406.22,7,N
LPtest3752,Male,No,0,Graduate,Private,2000,0,225000.0,360,0.0,Semiurban,638,Selangor,Yes,No,Apartment,90,Conventional,4.73,117.04,-89.62,1,N
LPtest3753,Female,Yes,3+,Graduate,Private,2701,2204,234999.0,360,1.0,Rural,717,Penang,Yes,No,Terrace,90,Islamic,4.37,56.17,2462.41,2,Y
LPtest3754,Female,No,0,Graduate,Private,2948,0,225000.0,360,1.0,Semiurban,699,Selangor,Yes,No,Apartment,90,Islamic,4.22,76.37,1015.89,2,N
LPtest3755,Male,Yes,1,Graduate,Private,5220,2090,345377.0,360,1.0,Urban,758,Melaka,Yes,No,Condominium,90,Conventional,4.71,57.4,3503.93,15,Y
LPtest3756,Female,Yes,0,Graduate,Private,4186,0,259896.0,360,1.0,Rural,826,Pahang,Yes,No,Bungalow,90,Conventional,4.23,58.14,2119.45,3,Y
LPtest3757,Female,Yes,1,Graduate,Private,4339,3638,455230.0,360,1.0,Urban,677,Negeri Sembilan,Yes,No,Townhouse,90,Islamic,4.43,63.73,3482.66,10,Y
LPtest3758,Male,No,0,Graduate,Private,4859,0,225000.0,360,1.0,Rural,781,Selangor,No,No,Bungalow,90,Islamic,4.72,44.83,2933.04,3,Y
LPtest3759,Male,No,2,Not Graduate,Private,4368,0,305166.0,360,1.0,Semiurban,672,Selangor,Yes,No,Apartment,90,Islamic,4.76,65.23,1853.87,14,Y
LPtest3760,Male,No,0,Graduate,Private,8938,0,586506.0,360,1.0,Urban,751,Negeri Sembilan,Yes,No,Condominium,80,Conventional,4.41,52.26,5033.99,14,Y
LPtest3761,Female,Yes,3+,Graduate,Private,5700,2476,623071.0,360,1.0,Urban,676,Kedah,No,No,Condominium,90,Conventional,4.73,98.06,853.75,15,N
LPtest3762,Female,Yes,2,Graduate,Private,10083,0,752128.0,360,1.0,Rural,791,Melaka,No,No,Apartment,85,Islamic,4.76,58.36,5024.42,13,Y
LPtest3763,Male,No,0,Graduate,Private,2865,0,225000.0,360,0.0,Rural,606,Johor,Yes,No,Terrace,90,Conventional,4.35,96.29,408.46,5,N
LPtest3764,Female,No,0,Graduate,Private,7182,0,298908.0,360,0.0,Urban,609,Selangor,Yes,No,Bungalow,90,Islamic,4.48,75.42,2143.63,8,N
LPtest3765,Female,No,1,Graduate,Private,5009,0,292461.0,360,1.0,Rural,650,Melaka,No,No,Terrace,85,Islamic,4.74,85.93,1029.22,6,N
LPtest3766,Male,No,0,Graduate,Private,10395,0,461482.0,360,0.0,Rural,638,Johor,No,No,Terrace,85,Islamic,4.18,64.7,4335.26,13,N
LPtest3767,Female,Yes,0,Graduate,Private,4791,3530,350751.0,360,1.0,Semiurban,720,Selangor,Yes,No,Semi-D,90,Conventional,4.13,52.49,4469.29,3,Y
LPtest3768,Male,Yes,3+,Graduate,Private,3377,0,225000.0,360,0.0,Rural,523,Kuala Lumpur,No,No,Bungalow,90,Islamic,4.47,73.83,1169.88,12,N
LPtest3769,Female,No,1,Not Graduate,Private,2293,0,225000.0,360,1.0,Rural,719,Selangor,No,No,Condominium,90,Conventional,4.49,96.75,358.06,3,Y
LPtest3770,Female,No,0,Graduate,Private,3496,0,225000.0,360,0.0,Rural,612,Selangor,Yes,No,Terrace,90,Conventional,4.43,69.13,1370.79,8,N
LPtest3771,Male,No,0,Graduate,Private,7574,0,640336.0,360,1.0,Urban,745,Selangor,Yes,No,Condominium,90,Conventional,4.67,91.36,1392.0,13,Y
LPtest3772,Male,No,0,Graduate,Private,5853,0,234825.0,360,1.0,Semiurban,762,Selangor,No,No,Townhouse,90,Conventional,4.39,53.35,3040.0,12,Y
LPtest3773,Male,No,0,Graduate,Private,2812,0,225000.0,360,1.0,Urban,671,Selangor,Yes,No,Townhouse,90,Conventional,4.77,87.72,591.16,5,N
LPtest3774,Female,No,0,Graduate,Private,7541,0,276700.0,360,1.0,Semiurban,705,Selangor,Yes,No,Bungalow,90,Conventional,4.69,47.38,4283.89,7,Y
LPtest3775,Female,No,1,Graduate,Private,4466,0,230549.0,360,1.0,Semiurban,850,Selangor,Yes,No,Terrace,90,Islamic,4.56,52.55,2399.95,6,Y
LPtest3776,Female,Yes,2,Graduate,Private,3614,3105,547700.0,360,1.0,Semiurban,833,Selangor,Yes,No,Townhouse,90,Islamic,4.31,64.36,3142.9,10,Y
LPtest3777,Female,No,0,Graduate,Private,3084,0,225000.0,360,1.0,Semiurban,768,Selangor,Yes,No,Terrace,90,Islamic,4.5,59.95,1517.35,3,N
LPtest3778,Female,No,0,Graduate,Private,2979,0,225000.0,360,0.0,Urban,645,Johor,Yes,No,Terrace,90,Conventional,4.48,74.55,1043.05,5,N
LPtest3779,Female,Yes,0,Graduate,Private,3479,0,200000.0,360,1.0,Semiurban,763,Kuala Lumpur,Yes,No,Terrace,80,Islamic,4.33,59.49,1680.08,2,Y
LPtest3780,Female,No,0,Graduate,Private,8538,0,357434.0,360,1.0,Semiurban,825,Kuala Lumpur,Yes,No,Terrace,90,Islamic,4.58,37.33,5781.68,12,Y
LPtest3781,Male,No,0,Graduate,Private,5389,0,420534.0,360,1.0,Rural,795,Johor,Yes,No,Semi-D,90,Conventional,4.5,62.78,2533.01,10,Y
LPtest3782,Male,No,0,Not Graduate,Private,2075,0,212500.0,360,1.0,Urban,772,Kuala Lumpur,Yes,No,Bungalow,85,Islamic,4.24,85.69,595.98,2,N
LPtest3783,Female,No,0,Not Graduate,Private,4044,0,233605.0,360,1.0,Urban,735,Pahang,No,No,Terrace,90,Islamic,4.15,69.06,1592.01,12,Y
LPtest3784,Female,No,0,Graduate,Private,3860,0,227954.0,360,0.0,Urban,571,Selangor,No,No,Condominium,90,Conventional,4.22,68.57,1536.48,3,N
LPtest3785,Female,No,0,Not Graduate,Private,2000,0,225000.0,360,1.0,Rural,708,Negeri Sembilan,Yes,No,Semi-D,90,Conventional,4.66,115.36,-46.65,4,N
LPtest3786,Female,No,0,Graduate,Private,3315,0,257329.0,360,1.0,Urban,766,Negeri Sembilan,No,No,Bungalow,85,Islamic,4.78,60.63,1584.6,10,Y
LPtest3787,Male,No,0,Graduate,Private,4026,0,200000.0,360,1.0,Urban,726,Selangor,No,No,Terrace,80,Islamic,4.29,68.14,1558.41,2,Y
LPtest3788,Female,No,0,Graduate,Private,5000,0,225000.0,360,1.0,Rural,810,Selangor,Yes,No,Terrace,90,Islamic,4.77,43.33,3079.02,15,Y
LPtest3789,Male,No,0,Graduate,Private,8475,0,428408.0,360,1.0,Urban,711,Melaka,Yes,No,Bungalow,90,Islamic,4.46,59.11,4012.44,7,Y
LPtest3790,Male,Yes,1,Not Graduate,Private,4254,3149,240707.0,360,1.0,Rural,742,Johor,No,No,Semi-D,90,Conventional,4.44,46.72,4254.43,11,Y
LPtest3791,Female,Yes,1,Graduate,Private,4437,0,324985.0,360,1.0,Urban,697,Penang,Yes,No,Bungalow,90,Islamic,4.62,86.99,961.44,7,N
LPtest3792,Male,Yes,0,Graduate,Private,5248,6135,875888.0,360,0.0,Rural,587,Pahang,Yes,No,Townhouse,90,Islamic,4.73,75.46,3771.56,5,N
LPtest3793,Male,No,0,Not Graduate,Private,2811,0,225000.0,360,0.0,Semiurban,605,Selangor,No,No,Terrace,90,Islamic,4.49,84.53,718.25,6,N
LPtest3794,Male,No,0,Graduate,Private,11285,0,358111.01696969697,360,1.0,Rural,652,Selangor,Yes,No,Semi-D,90,Islamic,4.62,95.47,1515.84,15,N
LPtest3795,Male,Yes,3+,Graduate,Private,4345,3596,425393.0,360,1.0,Urban,839,Penang,Yes,No,Bungalow,90,Conventional,4.4,54.72,4154.64,14,Y
LPtest3796,Female,No,0,Graduate,Private,7809,0,509720.0,360,1.0,Rural,716,Johor,Yes,No,Bungalow,85,Conventional,4.7,81.17,2048.6,13,N
LPtest3797,Male,No,1,Graduate,Private,6218,0,239727.0,360,1.0,Rural,813,Johor,Yes,No,Condominium,90,Conventional,4.52,42.61,3866.02,10,Y
LPtest3798,Female,Yes,1,Graduate,Private,4692,0,225000.0,360,1.0,Rural,691,Perak,Yes,No,Apartment,90,Islamic,4.28,75.17,1476.51,12,N
LPtest3799,Male,No,0,Not Graduate,Private,2000,0,225000.0,360,0.0,Urban,606,Penang,Yes,No,Bungalow,90,Islamic,4.59,107.81,113.94,1,N
LPtest3800,Female,Yes,1,Graduate,Private,4712,0,225000.0,360,1.0,Rural,788,Kuala Lumpur,Yes,No,Condominium,90,Conventional,4.18,56.31,2382.98,9,Y
LPtest3801,Male,Yes,2,Graduate,Private,7941,6581,1060052.0,360,1.0,Semiurban,711,Perak,No,No,Semi-D,90,Islamic,4.32,79.45,4426.8,14,N
LPtest3802,Male,No,0,Graduate,Private,5732,0,245407.0,360,0.0,Urban,635,Johor,No,No,Condominium,90,Islamic,4.19,67.7,2203.8,8,N
LPtest3803,Male,No,0,Graduate,Private,5832,0,387244.0,360,1.0,Rural,715,Pahang,Yes,No,Bungalow,90,Islamic,4.79,81.79,1480.26,13,N
LPtest3804,Female,No,0,Graduate,Private,3043,0,225000.0,360,1.0,Rural,725,Pahang,Yes,No,Apartment,90,Conventional,4.67,77.63,939.9,1,N
LPtest3805,Female,Yes,0,Not Graduate,Private,3357,2096,230281.0,360,1.0,Urban,850,Kuala Lumpur,No,No,Condominium,90,Islamic,4.66,42.36,3409.75,10,Y
LPtest3806,Female,No,0,Graduate,Private,6825,0,533727.0,360,1.0,Semiurban,733,Perak,Yes,No,Bungalow,85,Conventional,4.71,86.76,1505.58,9,N
LPtest3807,Male,Yes,3+,Graduate,Private,5408,0,421645.0,360,0.0,Urban,663,Selangor,Yes,No,Townhouse,90,Conventional,4.25,75.46,1917.78,11,N
LPtest3808,Female,No,0,Graduate,Private,3557,0,239930.0,360,1.0,Semiurban,723,Penang,Yes,No,Semi-D,90,Conventional,4.7,66.42,1466.5,4,Y
LPtest3809,Male,No,0,Graduate,Private,2787,0,225000.0,360,0.0,Rural,574,Selangor,Yes,No,Bungalow,90,Islamic,4.27,96.79,402.22,8,N
LPtest3810,Female,No,1,Not Graduate,Private,2271,0,200000.0,360,1.0,Urban,716,Selangor,Yes,No,Townhouse,80,Conventional,4.15,94.47,417.55,5,N
LPtest3811,Female,Yes,1,Graduate,Private,4560,4540,415677.0,360,0.0,Urban,581,Selangor,Yes,No,Terrace,90,Islamic,4.1,60.08,4251.3,8,N
LPtest3812,Female,Yes,2,Graduate,Private,4390,4407,553777.0,360,0.0,Rural,710,Kuala Lumpur,Yes,No,Semi-D,90,Islamic,4.11,88.71,1814.45,10,N
LPtest3813,Female,Yes,1,Graduate,Private,7563,8396,608745.0,360,0.0,Semiurban,644,Penang,Yes,No,Bungalow,90,Islamic,4.69,62.89,6616.82,11,N
LPtest3814,Male,Yes,0,Graduate,Private,3009,1942,397528.0,360,0.0,Rural,543,Penang,Yes,No,Terrace,85,Conventional,4.52,76.47,1658.8,2,N
LPtest3815,Male,Yes,1,Not Graduate,Private,3735,0,288727.0,360,1.0,Urban,770,Melaka,Yes,No,Bungalow,90,Conventional,4.4,72.61,1402.24,14,N
LPtest3816,Female,No,0,Graduate,Private,7879,0,418676.0,360,1.0,Urban,749,Kuala Lumpur,Yes,No,Terrace,90,Islamic,4.14,63.89,3458.55,14,Y
LPtest3817,Male,No,0,Graduate,Private,5450,0,263079.0,360,0.0,Rural,647,Johor,Yes,No,Condominium,90,Conventional,4.42,51.12,3006.34,12,N
LPtest3818,Male,Yes,0,Graduate,Private,8926,0,458343.0,360,1.0,Urban,660,Melaka,No,No,Apartment,90,Islamic,4.21,61.17,4119.37,12,Y
LPtest3819,Male,No,0,Graduate,Private,6007,0,314619.0,360,1.0,Semiurban,713,Negeri Sembilan,Yes,No,Apartment,90,Conventional,4.33,72.19,2096.88,10,Y
LPtest3820,Female,No,0,Graduate,Private,10852,0,480604.0,360,1.0,Rural,777,Negeri Sembilan,Yes,No,Apartment,85,Conventional,4.46,54.95,5502.85,15,Y
LPtest3821,Female,No,0,Graduate,Private,2101,0,225000.0,360,0.0,Rural,604,Penang,Yes,No,Terrace,90,Conventional,4.71,112.25,-3.52,2,N
LPtest3822,Female,No,0,Graduate,Private,7970,0,514772.0,360,1.0,Semiurban,694,Kedah,Yes,No,Semi-D,90,Conventional,4.61,65.88,3330.76,14,Y
LPtest3823,Female,Yes,3+,Graduate,Private,5059,4568,665201.0,360,1.0,Urban,714,Selangor,No,No,Apartment,80,Islamic,4.46,77.01,3062.93,11,N
LPtest3824,Male,No,0,Graduate,Private,3149,0,225000.0,360,1.0,Semiurban,762,Negeri Sembilan,No,No,Townhouse,90,Islamic,4.55,60.71,1512.81,2,Y
LPtest3825,Female,No,2,Graduate,Private,2770,0,225000.0,360,1.0,Rural,825,Kuala Lumpur,Yes,No,Condominium,90,Conventional,4.33,80.5,844.75,2,N
LPtest3826,Female,Yes,1,Graduate,Private,3394,0,212500.0,360,1.0,Semiurban,752,Perak,Yes,No,Bungalow,85,Conventional,4.11,49.58,2026.46,6,Y
LPtest3827,Female,Yes,3+,Graduate,Private,7533,0,450336.0,360,0.0,Urban,589,Selangor,Yes,No,Apartment,90,Islamic,4.77,81.46,1888.65,8,N
LPtest3828,Female,No,0,Graduate,Private,2796,0,231205.0,360,1.0,Rural,791,Penang,Yes,No,Townhouse,90,Islamic,4.42,79.5,874.03,2,N
LPtest3829,Male,No,0,Not Graduate,Private,4528,0,225000.0,360,1.0,Urban,686,Penang,Yes,No,Apartment,90,Islamic,4.68,72.12,1520.4,8,Y
LPtest3830,Male,No,0,Not Graduate,Private,2326,0,225000.0,360,0.0,Semiurban,776,Kedah,Yes,No,Bungalow,90,Islamic,4.5,71.93,935.06,6,N
LPtest3831,Male,No,1,Graduate,Private,9556,0,586416.0,360,0.0,Rural,606,Perak,Yes,No,Townhouse,90,Islamic,4.47,73.93,3236.59,14,N
LPtest3832,Female,No,0,Not Graduate,Private,2334,0,200000.0,360,1.0,Rural,718,Johor,Yes,No,Bungalow,80,Conventional,4.13,78.48,796.42,9,N
LPtest3833,Male,Yes,1,Not Graduate,Private,5133,0,369460.0,360,1.0,Urban,676,Perak,Yes,No,Condominium,80,Islamic,4.65,70.78,1930.28,15,Y
LPtest3834,Male,No,0,Graduate,Private,4168,0,333897.0,360,0.0,Rural,643,Penang,Yes,No,Bungalow,85,Islamic,4.41,88.72,906.41,3,N
LPtest3835,Female,Yes,0,Graduate,Private,3552,2185,308873.0,360,1.0,Urban,705,Penang,Yes,No,Bungalow,90,Conventional,4.58,62.75,2509.73,14,Y
LPtest3836,Male,Yes,2,Graduate,Private,2853,1500,225000.0,360,0.0,Urban,554,Selangor,Yes,No,Apartment,90,Conventional,4.29,56.46,2205.09,2,N
LPtest3837,Female,No,0,Not Graduate,Private,3256,0,225000.0,360,1.0,Semiurban,771,Kuala Lumpur,Yes,No,Bungalow,90,Islamic,4.7,59.86,1562.1,12,Y
LPtest3838,Male,No,0,Graduate,Private,8891,0,656788.0,360,1.0,Semiurban,795,Penang,No,No,Bungalow,90,Conventional,4.17,57.79,4703.84,12,Y
LPtest3839,Male,Yes,0,Graduate,Private,5480,2571,432430.0,360,1.0,Rural,739,Kuala Lumpur,Yes,No,Terrace,90,Islamic,4.57,68.97,3022.58,15,Y
LPtest3840,Male,No,0,Graduate,Private,8469,0,475132.0,360,1.0,Urban,732,Perak,Yes,No,Bungalow,90,Conventional,4.21,57.32,4291.37,15,N
LPtest3841,Male,Yes,1,Graduate,Private,3005,1582,379152.0,360,1.0,Semiurban,697,Johor,No,No,Townhouse,90,Conventional,4.53,98.94,517.13,10,N
LPtest3842,Male,Yes,2,Graduate,Private,7407,6321,494757.0,360,1.0,Rural,711,Penang,Yes,No,Condominium,90,Conventional,4.37,44.81,8235.51,13,Y
LPtest3843,Male,No,0,Graduate,Private,3423,0,225000.0,360,1.0,Rural,706,Kedah,No,No,Terrace,90,Islamic,4.51,76.7,1078.29,2,N
LPtest3844,Female,No,0,Graduate,Private,8598,0,493357.0,360,1.0,Semiurban,725,Kuala Lumpur,No,No,Terrace,90,Islamic,4.19,66.05,3627.42,15,Y
LPtest3845,Male,Yes,3+,Graduate,Private,3773,2438,416508.0,360,1.0,Semiurban,706,Penang,Yes,No,Terrace,90,Conventional,4.18,72.38,2316.19,4,Y
LPtest3846,Male,No,1,Graduate,Private,3932,0,225000.0,360,0.0,Urban,721,Melaka,Yes,No,Apartment,90,Conventional,4.16,81.35,1060.48,3,N
LPtest3847,Male,No,0,Graduate,Private,6165,0,390811.0,360,1.0,Urban,807,Kuala Lumpur,No,No,Terrace,90,Islamic,4.33,70.02,2377.74,10,Y
LPtest3848,Female,No,1,Not Graduate,Private,2815,0,225000.0,360,0.6921212121212121,Semiurban,648,Penang,Yes,No,Bungalow,90,Islamic,4.55,75.82,955.95,4,N
LPtest3849,Male,Yes,3+,Graduate,Private,5605,0,225000.0,360,0.0,Urban,590,Selangor,No,No,Bungalow,90,Islamic,4.54,52.58,2934.82,6,N
LPtest3850,Male,Yes,2,Not Graduate,Private,2855,2190,261171.0,360,1.0,Rural,741,Perak,Yes,No,Semi-D,90,Islamic,4.43,81.8,1256.42,13,N
LPtest3851,Male,No,0,Graduate,Private,2000,0,225000.0,360,1.0,Semiurban,669,Selangor,Yes,No,Terrace,90,Conventional,4.1,105.97,215.64,1,N
LPtest3852,Female,No,0,Graduate,Private,5836,0,258762.0,360,1.0,Semiurban,661,Pahang,Yes,No,Semi-D,80,Islamic,4.54,55.69,2903.98,15,Y
LPtest3853,Male,No,0,Graduate,Private,4512,0,274812.0,360,1.0,Semiurban,756,Selangor,Yes,No,Townhouse,90,Islamic,4.18,52.72,2529.65,3,Y
LPtest3854,Male,Yes,2,Graduate,Private,5766,3406,606473.0,360,0.0,Urban,592,Perak,No,No,Condominium,85,Conventional,4.39,83.3,2331.36,11,N
LPtest3855,Male,Yes,0,Graduate,Private,4746,3884,719802.0,360,0.0,Urban,643,Negeri Sembilan,No,No,Apartment,90,Islamic,4.56,74.18,3104.74,2,N
LPtest3856,Male,Yes,2,Graduate,Private,6825,4681,883481.0,360,1.0,Semiurban,677,Johor,Yes,No,Townhouse,90,Islamic,4.11,91.28,2313.77,10,N
LPtest3857,Male,No,0,Graduate,Private,7292,0,492680.0,360,0.0,Rural,640,Johor,Yes,No,Semi-D,80,Conventional,4.4,92.23,1213.25,13,N
LPtest3858,Female,No,0,Graduate,Private,4419,0,278921.0,360,1.0,Semiurban,709,Kuala Lumpur,Yes,No,Townhouse,90,Conventional,4.3,67.73,1808.54,8,Y
LPtest3859,Female,No,1,Graduate,Private,5251,0,212500.0,360,0.0,Rural,753,Kuala Lumpur,Yes,No,Condominium,85,Conventional,4.12,38.48,3544.11,12,N
LPtest3860,Male,Yes,2,Graduate,Private,8058,4424,960381.0,360,0.0,Urban,566,Kuala Lumpur,Yes,No,Bungalow,90,Islamic,4.57,91.26,2254.56,7,N
LPtest3861,Female,Yes,1,Graduate,Private,3675,2461,517952.0,360,0.0,Semiurban,646,Perak,Yes,No,Condominium,90,Islamic,4.39,90.35,1275.0,14,N
LPtest3862,Female,No,0,Graduate,Private,2980,0,225000.0,360,1.0,Urban,710,Melaka,No,No,Townhouse,90,Conventional,4.79,94.22,415.41,1,N
LPtest3863,Female,No,1,Graduate,Private,2472,0,225000.0,360,0.0,Urban,554,Kuala Lumpur,No,No,Terrace,90,Islamic,4.75,88.04,544.05,5,N
LPtest3864,Male,Yes,3+,Not Graduate,Private,3169,2304,200000.0,360,1.0,Semiurban,665,Penang,Yes,No,Semi-D,80,Islamic,4.46,68.72,1967.55,6,Y
LPtest3865,Female,No,1,Graduate,Private,2000,0,212500.0,360,1.0,Semiurban,737,Kedah,Yes,No,Bungalow,85,Conventional,4.3,106.89,153.74,1,N
LPtest3866,Female,No,0,Graduate,Private,7176,0,400007.0,360,0.0,Urban,722,Johor,Yes,No,Condominium,90,Islamic,4.4,76.18,2234.88,8,Y
LPtest3867,Male,No,0,Graduate,Private,4265,0,245315.0,360,1.0,Urban,703,Selangor,Yes,No,Bungalow,90,Islamic,4.41,84.86,966.42,10,N
LPtest3868,Female,No,0,Graduate,Private,2000,0,225000.0,360,1.0,Rural,784,Selangor,No,No,Bungalow,90,Islamic,4.67,99.99,259.38,1,N
LPtest3869,Female,No,0,Graduate,Private,4714,0,280262.0,360,0.0,Urban,558,Selangor,Yes,No,Terrace,90,Conventional,4.26,65.3,2026.93,7,N
LPtest3870,Female,Yes,0,Graduate,Private,6396,5069,575049.0,360,1.0,Urban,673,Johor,Yes,No,Bungalow,80,Islamic,4.46,72.89,3842.67,15,Y
LPtest3871,Male,No,0,Not Graduate,Private,2255,0,225000.0,360,0.0,Rural,602,Perak,No,No,Apartment,90,Islamic,4.37,98.39,335.77,3,N
LPtest3872,Female,No,0,Not Graduate,Private,3792,0,358111.01696969697,360,0.0,Urban,648,Melaka,Yes,No,Terrace,90,Islamic,4.45,85.23,862.33,8,N
LPtest3873,Male,No,0,Graduate,Private,3194,0,225000.0,360,1.0,Urban,670,Johor,No,No,Townhouse,90,Conventional,4.29,88.39,680.91,12,N
LPtest3874,Male,No,2,Not Graduate,Private,4295,0,225000.0,360,1.0,Semiurban,669,Selangor,Yes,No,Bungalow,90,Islamic,4.32,73.88,1427.78,8,N
LPtest3875,Male,Yes,1,Graduate,Private,5726,4499,388234.0,360,1.0,Rural,727,Kedah,Yes,No,Apartment,90,Conventional,4.18,54.64,5198.29,3,Y
LPtest3876,Female,Yes,1,Graduate,Private,2982,2046,307721.0,360,1.0,Rural,678,Perak,Yes,No,Terrace,90,Conventional,4.25,66.78,2101.3,2,Y
LPtest3877,Male,Yes,1,Not Graduate,Private,2922,2355,376052.0,360,0.0,Semiurban,625,Pahang,Yes,No,Apartment,90,Conventional,4.13,65.51,2373.33,8,N
LPtest3878,Female,No,0,Graduate,Private,2027,0,225000.0,360,0.0,Rural,610,Penang,Yes,No,Bungalow,90,Islamic,4.56,101.87,236.12,1,N
LPtest3879,Female,Yes,3+,Not Graduate,Private,7019,5657,819555.0,360,1.0,Rural,724,Penang,Yes,No,Bungalow,90,Islamic,4.5,82.95,3189.45,12,N
LPtest3880,Male,Yes,3+,Not Graduate,Private,2000,0,225000.0,360,1.0,Urban,749,Pahang,Yes,No,Bungalow,90,Conventional,4.23,109.39,130.04,2,N
LPtest3881,Female,No,0,Not Graduate,Private,2945,0,212500.0,360,1.0,Urban,717,Kuala Lumpur,Yes,No,Townhouse,85,Conventional,4.2,84.94,747.51,7,Y
LPtest3882,Male,No,0,Graduate,Private,2984,0,225000.0,360,1.0,Urban,712,Selangor,Yes,No,Terrace,90,Conventional,4.8,89.73,548.17,5,N
LPtest3883,Male,No,0,Graduate,Private,4579,0,343438.0,360,0.0,Urban,638,Selangor,Yes,No,Semi-D,90,Islamic,4.6,93.39,712.94,9,N
LPtest3884,Female,No,0,Graduate,Private,4611,0,225000.0,360,0.0,Semiurban,576,Selangor,Yes,No,Semi-D,90,Islamic,4.69,54.12,2372.29,4,Y
LPtest3885,Female,No,0,Graduate,Private,8292,0,490759.0,360,1.0,Semiurban,754,Negeri Sembilan,Yes,No,Bungalow,90,Islamic,4.22,65.84,3528.9,15,Y
LPtest3886,Male,No,0,Graduate,Private,2150,0,200000.0,360,0.0,Semiurban,634,Kuala Lumpur,Yes,No,Apartment,80,Islamic,4.5,85.72,557.76,1,N
LPtest3887,Male,Yes,2,Graduate,Private,5705,0,431685.0,360,1.0,Urban,722,Kuala Lumpur,No,No,Apartment,90,Conventional,4.58,89.38,1126.39,12,Y
LPtest3888,Female,No,0,Graduate,Private,2961,0,212500.0,360,1.0,Semiurban,734,Pahang,No,No,Condominium,85,Islamic,4.72,73.59,1020.62,2,N
